"","Experiment","Season","Plot","Site","Region","Landuse","Block","Blockcode","Samplecode","Treatment","Littertype","Teabag.code","Initial.weight.including.bag..cord.and.label..g.","Initial.weight.tea.only..g.","Ashed.subsample.percentage.controll.initial.tea.only....","Ashed.initial.corrected.weight..tea.only..g.","Final.weight.including.bag.and.cord..no.label..g.","Final.weight..tea.only..g.","Final.weight.tea.only..from.ash.protocol.","Ashed.final.subsample.percentage.....","Ashed.final.corrected.weight..tea.only..g.","Burial.date","Recovery.date","incubation.time.red.and.green.tea..days.","Massloss..g..Ash.uncorrected","Massloss..g.","N.D..tree..m.","N.D.Mound..m.","Mound.type","Tree.with.ants","Moisture..","Temperature..C.","Lat","Long","Sign.of.termite.cheeting","Sign.of.hole.s.","Sign.of.roots","S","K","Massloss.per","N.per","C.per","P.per..SUA.","C.N","P.per..NMBU.","CLAY..","SILT..","SAND..","Class","OC..","Claycorr","Siltcorr","Sandcorr","Rain.sum","Site.ID"
"1052","Main","Dry",92,"Maswa","Dry","Wild","4","Dry_W4","Dry_W4_T4","Open","Rooibos","R812",2.182,1.932,2.28,1.888,1.886,1.735,1.777,1.9,1.74,"21.07.2017","28.09.2017",69,0.197,0.145,7.7,24.8,"O",1,10.25,26,-3.296553986,34.85445597,"NO","NO","NO",NA,0.036684626,7.83898305084745,0.2,2.35,22.24,11.75,NA,28.15,25.09,46.77,"sandy clay loam",2.17,27.27638,33.053851,34.765537,9.731508493,"Maswa"
"1053","Main","Dry",93,"Maswa","Dry","Wild","4","Dry_W4","Dry_W4_T5","Open","Rooibos","R675",2.207,1.957,2.28,1.913,2.031,1.88,1.862,3.81,1.79,"21.07.2017","28.09.2017",69,0.077,0.121,6.6,40,"O",1,10.45,26.4,-3.296478968,34.854331,"NO","YES","NO",NA,NA,6.42969158389963,0.2,2.35,22.24,11.75,NA,28.15,25.09,46.77,"sandy clay loam",2.17,27.27638,33.053851,34.765537,9.731508493,"Maswa"
"1054","Main","Dry",94,"Maswa","Dry","Wild","4","Dry_W4","Dry_W4_T6","Open","Rooibos","",NA,NA,2.28,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,-3.29646497,34.85434097,"NO","NO","NO",NA,NA,NA,0.2,2.35,22.24,11.75,NA,28.15,25.09,46.77,"sandy clay loam",2.17,27.27638,33.053851,34.765537,9.731508493,"Maswa"
"1055","Main","Dry",95,"Maswa","Dry","Wild","4","Dry_W4","Dry_W4_T7","Open","Rooibos","R794",2.2,1.95,2.28,1.906,1.947,1.796,1.793,2.67,1.74,"21.07.2017","28.09.2017",69,0.154,0.161,5.4,15.2,"O",0,8.75,27.35,-3.296725983,34.854216,"NO","NO","NO",NA,NA,8.70933892969569,0.2,2.35,22.24,11.75,NA,28.15,25.09,46.77,"sandy clay loam",2.17,27.27638,33.053851,34.765537,9.731508493,"Maswa"
"1056","Main","Dry",96,"Maswa","Dry","Wild","4","Dry_W4","Dry_W4_T8","Open","Rooibos","R737",2.222,1.972,2.28,1.927,1.969,1.818,1.814,3.15,1.76,"21.07.2017","28.09.2017",69,0.154,0.17,4,34.4,"O",0,5.1,25.95,-3.296836037,34.85446201,"NO","NO","NO",NA,NA,8.66632070576025,0.2,2.35,22.24,11.75,NA,28.15,25.09,46.77,"sandy clay loam",2.17,27.27638,33.053851,34.765537,9.731508493,"Maswa"
"1057","Main","Dry",97,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T1","Open","Rooibos","R801",2.17,1.92,2.28,1.876,1.83,1.679,1.58,43.42,0.89,"23.07.2017","02.10.2017",71,0.241,0.983,2.4,8.9,"G",1,6.6,28.5,-2.369162031,34.06028104,"YES","YES","NO",NA,NA,52.5586353944563,0.14,1.74,58.41,12.42857143,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,136.7359694,"Mwantimba.ag"
"1058","Main","Dry",98,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T2","Open","Rooibos","R808",2.231,1.981,2.28,1.936,0,NA,0,0,0,"23.07.2017","02.10.2017",71,NA,1.936,7.8,4.45,"G",1,7.25,29.3,-2.369224979,34.06028599,"YES","YES","NO",NA,NA,100,0.14,1.74,58.41,12.42857143,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,136.7359694,"Mwantimba.ag"
"1059","Main","Dry",99,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T3","Open","Rooibos","",NA,NA,2.28,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,5.1,2.3,"G",0,NA,NA,-2.369284993,34.06028104,"NO","NO","NO",NA,NA,NA,0.14,1.74,58.41,12.42857143,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,136.7359694,"Mwantimba.ag"
"1060","Main","Dry",100,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T4","Open","Rooibos","R276",2.193,1.943,2.28,1.899,1.458,1.308,1.098,88.39,0.13,"23.07.2017","02.10.2017",71,0.636,1.771,1.6,15,"G",1,6.75,29.1,-2.369198995,34.06020803,"YES","YES","NO",NA,NA,93.1542917324908,0.14,1.74,58.41,12.42857143,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,136.7359694,"Mwantimba.ag"
"1061","Main","Dry",101,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T5","Open","Rooibos","R624",2.074,1.824,2.28,1.783,0,NA,0.83,86.28,0.11,"23.07.2017","02.10.2017",71,NA,1.669,4.35,17,"G",1,7.75,29.55,-2.369190026,34.06017702,"YES","YES","NO",NA,NA,93.8306225462703,0.14,1.74,58.41,12.42857143,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,136.7359694,"Mwantimba.ag"
"1062","Main","Dry",102,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T6","Open","Rooibos","R781",2.194,1.944,2.28,1.9,1.869,1.718,1.681,3.93,1.62,"23.07.2017","02.10.2017",71,0.226,0.285,7.7,21,"G",1,7.3,29.05,-2.369135041,34.06018297,"YES","YES","NO",NA,0.007451449,14.7368421052631,0.14,1.74,58.41,12.42857143,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,136.7359694,"Mwantimba.ag"
"1063","Main","Dry",103,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T7","Open","Rooibos","R772",2.191,1.941,2.28,1.897,1.558,1.407,1.65,79.43,0.34,"23.07.2017","02.10.2017",71,0.534,1.557,3.25,16,"G",1,30.9,28.8,-2.369133029,34.06023301,"YES","YES","NO",NA,NA,82.0769636267791,0.14,1.74,58.41,12.42857143,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,136.7359694,"Mwantimba.ag"
"1064","Main","Dry",104,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T8","Open","Rooibos","R744",2.228,1.978,2.28,1.933,0,NA,0.466,84.53,0.07,"23.07.2017","02.10.2017",71,NA,1.861,10.5,17,"G",1,9.3,28.05,-2.369291028,34.06016202,"YES","YES","NO",NA,NA,96.3786859803414,0.14,1.74,58.41,12.42857143,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,136.7359694,"Mwantimba.ag"
"1065","Main","Dry",105,"Mwantimba","Wet","Agriculture","2","Wet_Ag2","Wet_Ag2_T1","Open","Rooibos","R824",2.173,1.923,2.28,1.879,1.765,1.615,1.473,83.35,0.25,"23.07.2017","02.10.2017",71,0.309,1.634,5.5,23.5,"M",0,7.55,30.55,-2.369808024,34.05967101,"YES","YES","NO",NA,NA,86.6950505588079,0.13,1.79,37.88,13.76923077,NA,34.34,19.23,46.43,"sandy clay loam",1.75,35.566028,28.284397,34.381983,136.7359694,"Mwantimba.ag"
"1066","Main","Dry",106,"Mwantimba","Wet","Agriculture","2","Wet_Ag2","Wet_Ag2_T2","Open","Rooibos","R790",2.266,2.016,2.28,1.97,2.232,2.081,2.04,81.49,0.38,"23.07.2017","02.10.2017",71,-0.065,1.593,8.6,17,"M",0,6.1,31.3,-2.369762007,34.05973001,"YES","YES","NO",NA,NA,80.7106598984772,0.13,1.79,37.88,13.76923077,NA,34.34,19.23,46.43,"sandy clay loam",1.75,35.566028,28.284397,34.381983,136.7359694,"Mwantimba.ag"
"1067","Main","Dry",107,"Mwantimba","Wet","Agriculture","2","Wet_Ag2","Wet_Ag2_T3","Open","Rooibos","R809",2.221,1.971,2.28,1.926,NA,NA,NA,NA,NA,"23.07.2017","02.10.2017",71,NA,NA,3.85,15.5,"M",0,5.3,30.2,-2.369840965,34.059814,"YES","YES","NO",NA,NA,NA,0.13,1.79,37.88,13.76923077,NA,34.34,19.23,46.43,"sandy clay loam",1.75,35.566028,28.284397,34.381983,136.7359694,"Mwantimba.ag"
"1068","Main","Dry",108,"Mwantimba","Wet","Agriculture","2","Wet_Ag2","Wet_Ag2_T4","Open","Rooibos","R777",2.255,2.005,2.28,1.959,1.824,1.673,1.676,4.68,1.6,"23.07.2017","02.10.2017",71,0.332,0.362,9.7,22.5,"M",0,7.65,31.8,-2.369862003,34.05975902,"NO","NO","NO",NA,0.008064168,18.3256763654926,0.13,1.79,37.88,13.76923077,NA,34.34,19.23,46.43,"sandy clay loam",1.75,35.566028,28.284397,34.381983,136.7359694,"Mwantimba.ag"
"1069","Main","Dry",109,"Mwantimba","Wet","Agriculture","2","Wet_Ag2","Wet_Ag2_T5","Open","Rooibos","R804",2.196,1.946,2.28,1.902,1.394,1.243,1.197,71.52,0.34,"23.07.2017","02.10.2017",71,0.703,1.561,10.5,22.5,"M",0,7.5,30.65,-2.369839037,34.059714,"YES","YES","NO",NA,NA,82.124079915878,0.13,1.79,37.88,13.76923077,NA,34.34,19.23,46.43,"sandy clay loam",1.75,35.566028,28.284397,34.381983,136.7359694,"Mwantimba.ag"
"1070","Main","Dry",110,"Mwantimba","Wet","Agriculture","2","Wet_Ag2","Wet_Ag2_T6","Open","Rooibos","R786",2.177,1.927,2.28,1.883,1.781,1.63,1.411,88.7,0.16,"23.07.2017","02.10.2017",71,0.297,1.724,5.75,22.5,"M",0,7.35,31.15,-2.369754966,34.05966899,"YES","YES","NO",NA,NA,91.5029208709506,0.13,1.79,37.88,13.76923077,NA,34.34,19.23,46.43,"sandy clay loam",1.75,35.566028,28.284397,34.381983,136.7359694,"Mwantimba.ag"
"1071","Main","Dry",111,"Mwantimba","Wet","Agriculture","2","Wet_Ag2","Wet_Ag2_T7","Open","Rooibos","R835",2.15,1.9,2.28,1.857,1.756,1.606,1.591,4.07,1.53,"23.07.2017","02.10.2017",71,0.295,0.33,6.1,26,"M",0,8.3,29.55,-2.369733006,34.05961501,"NO","NO","NO",NA,0.008661227,17.6090468497577,0.13,1.79,37.88,13.76923077,NA,34.34,19.23,46.43,"sandy clay loam",1.75,35.566028,28.284397,34.381983,136.7359694,"Mwantimba.ag"
"1072","Main","Dry",112,"Mwantimba","Wet","Agriculture","2","Wet_Ag2","Wet_Ag2_T8","Open","Rooibos","",NA,NA,2.28,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,11.5,15,"M",0,NA,NA,-2.36967098,34.05973596,"NO","NO","NO",NA,NA,NA,0.13,1.79,37.88,13.76923077,NA,34.34,19.23,46.43,"sandy clay loam",1.75,35.566028,28.284397,34.381983,136.7359694,"Mwantimba.ag"
"1073","Main","Dry",113,"Mwantimba","Wet","Agriculture","3","Wet_Ag3","Wet_Ag3_T1","Open","Rooibos","R807",2.21,1.96,2.28,1.915,1.579,1.429,1.38,9.41,1.25,"23.07.2017","30.09.2017",69,0.531,0.665,26,88.5,"G",0,6.35,28.9,-2.348719994,34.05139103,"NO","NO","NO",NA,0.017325659,34.7258485639687,0.09,1,7.94,11.11111111,NA,27.96,4.92,67.12,"sandy clay loam",0.89,27.021932,16.637488,57.722372,136.7359694,"Mwantimba.ag"
"1074","Main","Dry",114,"Mwantimba","Wet","Agriculture","3","Wet_Ag3","Wet_Ag3_T2","Open","Rooibos","R829",2.188,1.938,2.28,1.894,1.113,0.962,0.759,88.56,0.09,"23.07.2017","30.09.2017",69,0.976,1.807,16.5,87.5,"G",0,12.1,28.1,-2.348716976,34.05148499,"NO","YES","NO",NA,NA,95.2481520591341,0.09,1,7.94,11.11111111,NA,27.96,4.92,67.12,"sandy clay loam",0.89,27.021932,16.637488,57.722372,136.7359694,"Mwantimba.ag"
"1075","Main","Dry",115,"Mwantimba","Wet","Agriculture","3","Wet_Ag3","Wet_Ag3_T3","Open","Rooibos","R766",2.21,1.96,2.28,1.915,1.669,1.519,1.47,23.05,1.13,"23.07.2017","30.09.2017",69,0.441,0.784,19,79.5,"G",1,6.9,28.95,-2.348780008,34.05149597,"NO","YES","YES",NA,0.026794441,40.9921671018277,0.09,1,7.94,11.11111111,NA,27.96,4.92,67.12,"sandy clay loam",0.89,27.021932,16.637488,57.722372,136.7359694,"Mwantimba.ag"
"1076","Main","Dry",116,"Mwantimba","Wet","Agriculture","3","Wet_Ag3","Wet_Ag3_T4","Open","Rooibos","R757",2.205,1.955,2.28,1.911,1.734,1.583,1.56,14.66,1.33,"23.07.2017","30.09.2017",69,0.372,0.58,22.5,76,"G",1,8.65,29.8,-2.348812027,34.05146697,"NO","NO","NO",NA,0.014652199,30.4029304029304,0.09,1,7.94,11.11111111,NA,27.96,4.92,67.12,"sandy clay loam",0.89,27.021932,16.637488,57.722372,136.7359694,"Mwantimba.ag"
"1077","Main","Dry",117,"Mwantimba","Wet","Agriculture","3","Wet_Ag3","Wet_Ag3_T5","Open","Rooibos","R745",2.291,2.041,2.28,1.995,1.674,1.524,1.424,8.49,1.3,"23.07.2017","30.09.2017",69,0.518,0.691,23.5,76,"G",1,10.15,29.05,-2.348814961,34.05143998,"NO","NO","NO",NA,0.017503575,34.8370927318296,0.09,1,7.94,11.11111111,NA,27.96,4.92,67.12,"sandy clay loam",0.89,27.021932,16.637488,57.722372,136.7359694,"Mwantimba.ag"
"1078","Main","Dry",118,"Mwantimba","Wet","Agriculture","3","Wet_Ag3","Wet_Ag3_T6","Open","Rooibos","R791",2.158,1.908,2.28,1.865,1.629,1.478,1.504,7.12,1.4,"23.07.2017","30.09.2017",69,0.43,0.468,17.5,70.5,"G",1,7.8,28.25,-2.348872963,34.05145498,"NO","NO","NO",NA,0.011767331,24.9329758713137,0.09,1,7.94,11.11111111,NA,27.96,4.92,67.12,"sandy clay loam",0.89,27.021932,16.637488,57.722372,136.7359694,"Mwantimba.ag"
"1079","Main","Dry",119,"Mwantimba","Wet","Agriculture","3","Wet_Ag3","Wet_Ag3_T7","Open","Rooibos","R802",2.25,2,2.28,1.955,1.678,1.527,1.517,9.07,1.38,"23.07.2017","30.09.2017",69,0.473,0.575,18.5,74.5,"G",1,10.05,27.95,-2.348858966,34.05138901,"NO","NO","NO",NA,0.015024052,29.4117647058824,0.09,1,7.94,11.11111111,NA,27.96,4.92,67.12,"sandy clay loam",0.89,27.021932,16.637488,57.722372,136.7359694,"Mwantimba.ag"
"1080","Main","Dry",120,"Mwantimba","Wet","Agriculture","3","Wet_Ag3","Wet_Ag3_T8","Open","Rooibos","",NA,NA,2.28,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,19,98.5,"G",0,NA,NA,-2.348644976,34.05149597,"NO","NO","NO",NA,NA,NA,0.09,1,7.94,11.11111111,NA,27.96,4.92,67.12,"sandy clay loam",0.89,27.021932,16.637488,57.722372,136.7359694,"Mwantimba.ag"
"1081","Main","Dry",121,"Mwantimba","Wet","Agriculture","4","Wet_Ag4","Wet_Ag4_T1","Open","Rooibos","R822",2.188,1.938,2.28,1.894,NA,NA,NA,NA,NA,"23.07.2017","30.09.2017",69,NA,NA,9.65,63,"G",0,5.5,29.1,-2.349263979,34.05146403,"NO","NO","NO",NA,NA,NA,0.1,1.05,9.9,10.5,NA,17.96,4.92,77.12,"sandy loam",2.02,13.629932,16.637488,69.003372,136.7359694,"Mwantimba.ag"
"1082","Main","Dry",122,"Mwantimba","Wet","Agriculture","4","Wet_Ag4","Wet_Ag4_T2","Open","Rooibos","R792",2.239,1.989,2.28,1.944,0,NA,0,0,0,"23.07.2017","30.09.2017",69,NA,1.944,3.1,53,"G",0,9.05,28.55,-2.34923196,34.05142204,"YES","YES","NO",NA,NA,100,0.1,1.05,9.9,10.5,NA,17.96,4.92,77.12,"sandy loam",2.02,13.629932,16.637488,69.003372,136.7359694,"Mwantimba.ag"
"1083","Main","Dry",123,"Mwantimba","Wet","Agriculture","4","Wet_Ag4","Wet_Ag4_T3","Open","Rooibos","R740",2.161,1.911,2.28,1.868,1.658,1.507,1.49,10.52,1.33,"23.07.2017","30.09.2017",69,0.404,0.535,3.9,51,"G",1,10.7,27.1,-2.349239001,34.05130402,"NO","NO","NO",NA,0.015608857,28.8008565310493,0.1,1.05,9.9,10.5,NA,17.96,4.92,77.12,"sandy loam",2.02,13.629932,16.637488,69.003372,136.7359694,"Mwantimba.ag"
"1084","Main","Dry",124,"Mwantimba","Wet","Agriculture","4","Wet_Ag4","Wet_Ag4_T4","Open","Rooibos","R797",2.213,1.963,2.28,1.918,1.571,1.42,1.421,3.42,1.37,"23.07.2017","30.09.2017",69,0.543,0.546,5.45,47,"G",1,9.15,28.05,-2.349279989,34.05128097,"NO","YES","YES",NA,0.012622792,28.5714285714286,0.1,1.05,9.9,10.5,NA,17.96,4.92,77.12,"sandy loam",2.02,13.629932,16.637488,69.003372,136.7359694,"Mwantimba.ag"
"1085","Main","Dry",125,"Mwantimba","Wet","Agriculture","4","Wet_Ag4","Wet_Ag4_T5","Open","Rooibos","R795",2.217,1.967,2.28,1.922,0.832,0.682,0.551,91.95,0.04,"23.07.2017","30.09.2017",69,1.286,1.878,9.3,43,"G",1,10.85,28.05,-2.34933204,34.05132196,"YES","YES","NO",NA,NA,97.9188345473465,0.1,1.05,9.9,10.5,NA,17.96,4.92,77.12,"sandy loam",2.02,13.629932,16.637488,69.003372,136.7359694,"Mwantimba.ag"
"1086","Main","Dry",126,"Mwantimba","Wet","Agriculture","4","Wet_Ag4","Wet_Ag4_T6","Open","Rooibos","",NA,NA,2.28,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,10.85,40,"G",1,NA,NA,-2.349350983,34.05133202,"NO","NO","NO",NA,NA,NA,0.1,1.05,9.9,10.5,NA,17.96,4.92,77.12,"sandy loam",2.02,13.629932,16.637488,69.003372,136.7359694,"Mwantimba.ag"
"1087","Main","Dry",127,"Mwantimba","Wet","Agriculture","4","Wet_Ag4","Wet_Ag4_T7","Open","Rooibos","R751",2.262,2.012,2.28,1.966,1.639,1.489,1.47,4.02,1.41,"23.07.2017","30.09.2017",69,0.523,0.555,5.35,58,"G",1,9.7,28.1,-2.349185022,34.05126496,"NO","NO","NO",NA,0.013157347,28.2807731434385,0.1,1.05,9.9,10.5,NA,17.96,4.92,77.12,"sandy loam",2.02,13.629932,16.637488,69.003372,136.7359694,"Mwantimba.ag"
"1088","Main","Dry",128,"Mwantimba","Wet","Agriculture","4","Wet_Ag4","Wet_Ag4_T8","Open","Rooibos","R819",2.16,1.91,2.28,1.867,2.803,2.652,2.522,86.94,0.33,"23.07.2017","30.09.2017",69,-0.742,1.537,10.9,44,"G",0,8.45,28.4,-2.349309996,34.05141802,"YES","YES","NO",NA,NA,82.3245848955544,0.1,1.05,9.9,10.5,NA,17.96,4.92,77.12,"sandy loam",2.02,13.629932,16.637488,69.003372,136.7359694,"Mwantimba.ag"
"1089","Main","Dry",129,"Mwantimba","Wet","Pasture","1","Wet_P1","Wet_P1_T1","Open","Rooibos","R768",2.212,1.962,2.28,1.917,0.672,0.521,0.396,87.77,0.05,"23.07.2017","30.09.2017",69,1.441,1.869,2.4,2.4,"O",1,11.8,29.05,-2.350336025,34.04966201,"YES","YES","NO",NA,NA,97.3917579551382,0.135,1.62875,NA,12.06481481,NA,31.21,11.38,57.41,"sandy clay loam",1.73,31.374332,21.895282,46.768521,136.7359694,"Mwantimba.p"
"1090","Main","Dry",130,"Mwantimba","Wet","Pasture","1","Wet_P1","Wet_P1_T2","Open","Rooibos","R789",2.255,2.005,2.28,1.959,2.461,2.31,2,91.8,0.16,"23.07.2017","30.09.2017",69,-0.305,1.796,2.1,3.5,"O",0,8.95,28.55,-2.350372989,34.04962697,"YES","YES","NO",NA,NA,91.8325676365493,0.135,1.62875,NA,12.06481481,NA,31.21,11.38,57.41,"sandy clay loam",1.73,31.374332,21.895282,46.768521,136.7359694,"Mwantimba.p"
"1091","Main","Dry",131,"Mwantimba","Wet","Pasture","1","Wet_P1","Wet_P1_T3","Open","Rooibos","R586",2.152,1.902,2.28,1.859,2.207,2.056,1.703,73.95,0.44,"23.07.2017","30.09.2017",69,-0.154,1.415,4.5,7.5,"O",0,8.95,28.6,-2.350325966,34.049617,"YES","YES","NO",NA,NA,76.3313609467456,0.135,1.62875,NA,12.06481481,NA,31.21,11.38,57.41,"sandy clay loam",1.73,31.374332,21.895282,46.768521,136.7359694,"Mwantimba.p"
"1092","Main","Dry",132,"Mwantimba","Wet","Pasture","1","Wet_P1","Wet_P1_T4","Open","Rooibos","",NA,NA,2.28,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,0.7,9.8,"G",1,NA,NA,-2.350480026,34.04955103,"NO","NO","NO",NA,NA,NA,0.135,1.62875,NA,12.06481481,NA,31.21,11.38,57.41,"sandy clay loam",1.73,31.374332,21.895282,46.768521,136.7359694,"Mwantimba.p"
"1093","Main","Dry",133,"Mwantimba","Wet","Pasture","1","Wet_P1","Wet_P1_T5","Open","Rooibos","R817",2.175,1.925,2.28,1.881,1.671,1.52,1.421,6.33,1.33,"23.07.2017","30.09.2017",69,0.405,0.55,2.2,10,"O",1,8.75,31.3,-2.350474996,34.04980198,"YES","NO","NO",NA,0.011451684,29.2929292929293,0.135,1.62875,NA,12.06481481,NA,31.21,11.38,57.41,"sandy clay loam",1.73,31.374332,21.895282,46.768521,136.7359694,"Mwantimba.p"
"1094","Main","Dry",134,"Mwantimba","Wet","Pasture","1","Wet_P1","Wet_P1_T6","Open","Rooibos","R837",2.191,1.941,2.28,1.897,1.744,1.593,1.573,3.58,1.52,"23.07.2017","30.09.2017",69,0.348,0.38,1.1,15.4,"O",1,6.65,29.2,-2.350355973,34.04980098,"YES","NO","NO",NA,0.007100489,19.8734844491302,0.135,1.62875,NA,12.06481481,NA,31.21,11.38,57.41,"sandy clay loam",1.73,31.374332,21.895282,46.768521,136.7359694,"Mwantimba.p"
"1095","Main","Dry",135,"Mwantimba","Wet","Pasture","1","Wet_P1","Wet_P1_T7","Open","Rooibos","R756",2.269,2.019,2.28,1.973,2.041,1.89,1.767,89.96,0.18,"23.07.2017","30.09.2017",69,0.129,1.796,2.1,5.6,"O",1,8.55,31.35,-2.350358991,34.049719,"YES","YES","NO",NA,NA,90.8768373035986,0.135,1.62875,NA,12.06481481,NA,31.21,11.38,57.41,"sandy clay loam",1.73,31.374332,21.895282,46.768521,136.7359694,"Mwantimba.p"
"1096","Main","Dry",136,"Mwantimba","Wet","Pasture","1","Wet_P1","Wet_P1_T8","Open","Rooibos","R184",2.202,1.952,2.28,1.908,1.785,1.635,1.56,4.43,1.49,"23.07.2017","30.09.2017",69,0.318,0.417,2.3,16.3,"G",1,5.9,29.9,-2.350215996,34.04982202,"NO","NO","NO",NA,0.007285055,21.9077568134172,0.135,1.62875,NA,12.06481481,NA,31.21,11.38,57.41,"sandy clay loam",1.73,31.374332,21.895282,46.768521,136.7359694,"Mwantimba.p"
"1097","Main","Dry",137,"Mwantimba","Wet","Pasture","2","Wet_P2","Wet_P2_T1","Open","Rooibos","R746",2.229,1.979,2.28,1.934,5.031,4.88,4.722,91.18,0.42,"23.07.2017","30.09.2017",69,-2.901,1.518,1.2,32.4,"G",1,8.9,27.55,-2.348596025,34.05007096,"YES","YES","NO",NA,NA,78.2833505687694,0.15,2.03,3.54,13.53333333,NA,33.96,8.92,57.12,"sandy clay loam",2.07,35.057132,19.893088,46.441372,136.7359694,"Mwantimba.p"
"1098","Main","Dry",138,"Mwantimba","Wet","Pasture","2","Wet_P2","Wet_P2_T2","Open","Rooibos","R821",2.168,1.918,2.28,1.874,0.206,0.055,0,0,0,"23.07.2017","30.09.2017",69,1.863,1.874,2.8,26.4,"G",1,7.05,28.8,-2.348544979,34.05014698,"YES","YES","NO",NA,NA,100,0.15,2.03,3.54,13.53333333,NA,33.96,8.92,57.12,"sandy clay loam",2.07,35.057132,19.893088,46.441372,136.7359694,"Mwantimba.p"
"1099","Main","Dry",139,"Mwantimba","Wet","Pasture","2","Wet_P2","Wet_P2_T3","Open","Rooibos","R813",2.231,1.981,2.28,1.936,2.177,2.027,1.814,88.82,0.2,"23.07.2017","30.09.2017",69,-0.046,1.733,5.7,19.4,"G",1,11.2,28.15,-2.348720999,34.05012804,"YES","YES","NO",NA,NA,89.6694214876033,0.15,2.03,3.54,13.53333333,NA,33.96,8.92,57.12,"sandy clay loam",2.07,35.057132,19.893088,46.441372,136.7359694,"Mwantimba.p"
"1100","Main","Dry",140,"Mwantimba","Wet","Pasture","2","Wet_P2","Wet_P2_T4","Open","Rooibos","R729",2.197,1.947,2.28,1.903,1.786,1.635,1.595,7.37,1.48,"23.07.2017","30.09.2017",69,0.312,0.425,1.4,33.4,"G",1,7.3,28,-2.348625027,34.05007096,"YES","YES","NO",NA,0.010019746,22.2280609563847,0.15,2.03,3.54,13.53333333,NA,33.96,8.92,57.12,"sandy clay loam",2.07,35.057132,19.893088,46.441372,136.7359694,"Mwantimba.p"
"1101","Main","Dry",141,"Mwantimba","Wet","Pasture","2","Wet_P2","Wet_P2_T5","Open","Rooibos","",NA,NA,2.28,NA,NA,NA,NA,NA,NA,"","",NA,NA,NA,1.4,28.4,"G",1,NA,NA,-2.348606,34.05001002,"NO","NO","NO",NA,NA,NA,0.15,2.03,3.54,13.53333333,NA,33.96,8.92,57.12,"sandy clay loam",2.07,35.057132,19.893088,46.441372,136.7359694,"Mwantimba.p"
"1102","Main","Dry",142,"Mwantimba","Wet","Pasture","2","Wet_P2","Wet_P2_T6","Open","Rooibos","R834",2.184,1.934,2.28,1.89,1.65,1.5,1.401,6.3,1.31,"23.07.2017","30.09.2017",69,0.435,0.578,1.7,33.8,"G",1,8.45,28.4,-2.348618992,34.04999603,"NO","NO","NO",NA,0.012881808,30.6878306878307,0.15,2.03,3.54,13.53333333,NA,33.96,8.92,57.12,"sandy clay loam",2.07,35.057132,19.893088,46.441372,136.7359694,"Mwantimba.p"
"1103","Main","Dry",143,"Mwantimba","Wet","Pasture","2","Wet_P2","Wet_P2_T7","Open","Rooibos","R774",2.163,1.913,2.28,1.87,1.598,1.447,1.405,5.27,1.33,"23.07.2017","30.09.2017",69,0.466,0.539,2,23.4,"G",1,12.5,28,-2.348497035,34.04997901,"NO","NO","NO",NA,0.013229097,28.8770053475936,0.15,2.03,3.54,13.53333333,NA,33.96,8.92,57.12,"sandy clay loam",2.07,35.057132,19.893088,46.441372,136.7359694,"Mwantimba.p"
"1104","Main","Dry",144,"Mwantimba","Wet","Pasture","2","Wet_P2","Wet_P2_T8","Open","Rooibos","R779",2.16,1.91,2.28,1.867,0.177,0.026,0,0,0,"23.07.2017","30.09.2017",69,1.884,1.867,2.5,19.8,"G",1,9.45,29.15,-2.34865604,34.04989502,"YES","YES","NO",NA,NA,100,0.15,2.03,3.54,13.53333333,NA,33.96,8.92,57.12,"sandy clay loam",2.07,35.057132,19.893088,46.441372,136.7359694,"Mwantimba.p"
